 Age , Gender , Income_Level , Marital_Status , Education_Level , Occupation , Purchase_Category , Purchase_Amount , Frequency_of_Purchase , Purchase_Channel , Brand_Loyalty , Product_Rating , Time_Spent_on_Product_Research(hours) , Social_Media_Influence , Discount_Sensitivity , Return_Rate , Customer_Satisfaction , Engagement_with_Ads , Device_Used_for_Shopping , Payment_Method , Time_of_Purchase , Discount_Used , Customer_Loyalty_Program_Member , Purchase_Intent , Shipping_Preference , Time_to_Decision 
31.0,Male,High,Widowed,Master's,Middle,Baby Products,$86.63 ,10.0,Mixed,3.0,1.0,2.0,Medium,,2.0,2.0,Low,Tablet,Cash,,True,False,Wants-based,Express,3.0
50.0,Bigender,High,Divorced,High School,High,Health Care,$474.42 ,4.0,In-Store,2.0,3.0,0.0,Medium,Not Sensitive,1.0,9.0,,Desktop,Debit Card,9/21/2024,True,False,Need-based,,5.0
34.0,Female,High,Widowed,High School,High,Gardening & Outdoors,,7.0,Mixed,3.0,,1.0,High,Not Sensitive,0.0,1.0,Low,Tablet,,3/27/2024,False,False,,No Preference,10.0
24.0,Female,High,Married,High School,High,Home Appliances,$470.38 ,8.0,Mixed,2.0,4.0,0.0,,Not Sensitive,2.0,3.0,High,,Other,11/11/2024,True,True,Impulsive,Standard,9.0
32.0,Female,Middle,Single,Master's,High,,$495.80 ,4.0,Mixed,1.0,2.0,1.0,Low,,,7.0,,Tablet,PayPal,9/16/2024,True,True,Wants-based,Standard,10.0
21.0,,High,Widowed,Bachelor's,Middle,Electronics,$129.64 ,4.0,In-Store,3.0,1.0,2.0,,Not Sensitive,1.0,3.0,Low,Desktop,Debit Card,5/27/2024,False,True,Need-based,Express,3.0
,Male,Middle,Single,,High,Mobile Accessories,$473.77 ,9.0,Online,3.0,1.0,2.0,Medium,Very Sensitive,2.0,9.0,,,PayPal,5/2/2024,False,False,,No Preference,13.0
,Female,,Married,High School,Middle,Electronics,$130.84 ,4.0,Online,5.0,5.0,2.0,Medium,Very Sensitive,2.0,10.0,Low,Tablet,PayPal,,True,True,Need-based,Standard,13.0
48.0,Male,Middle,Single,Master's,High,Groceries,$436.54 ,12.0,Online,,3.0,0.0,Medium,Very Sensitive,1.0,8.0,Low,Smartphone,Debit Card,5/30/2024,True,False,Wants-based,No Preference,9.0
25.0,Female,Middle,Widowed,,Middle,Animal Feed,$264.01 ,4.0,In-Store,3.0,4.0,0.0,High,Somewhat Sensitive,1.0,5.0,,Desktop,Other,10/21/2024,True,False,Need-based,No Preference,2.0
30.0,Female,High,Divorced,Bachelor's,High,Travel & Leisure (Flights,$58.27 ,2.0,In-Store,5.0,4.0,1.0,Medium,Somewhat Sensitive,1.0,4.0,Medium,Smartphone,Cash,10/15/2024,False,True,,No Preference,13.0
25.0,Male,Middle,Single,Master's,High,Sports & Outdoors,$190.76 ,10.0,In-Store,5.0,5.0,2.0,,Not Sensitive,1.0,,High,Desktop,Other,11/7/2024,False,False,Planned,Express,11.0
40.0,Female,High,Widowed,Master's,High,,$105.76 ,8.0,Online,4.0,4.0,2.0,,Very Sensitive,1.0,8.0,Medium,Tablet,Credit Card,,False,False,Planned,Express,4.0
24.0,Female,Middle,Single,Master's,High,Hotels,$254.29 ,9.0,Mixed,5.0,4.0,,Medium,Somewhat Sensitive,1.0,7.0,Low,Smartphone,Cash,4/30/2024,False,,Impulsive,Express,3.0
49.0,Male,Middle,Divorced,Bachelor's,High,Sports & Outdoors,$435.52 ,9.0,Online,5.0,3.0,2.0,High,Not Sensitive,1.0,2.0,Medium,Desktop,Debit Card,11/12/2024,True,False,Impulsive,No Preference,11.0
50.0,,High,Married,Master's,Middle,Office Supplies,$235.49 ,5.0,In-Store,4.0,,1.0,High,Somewhat Sensitive,1.0,6.0,,Smartphone,Cash,5/13/2024,True,False,Impulsive,Express,5.0
45.0,Male,,Widowed,Master's,Middle,Mobile Accessories,$161.34 ,3.0,Mixed,2.0,3.0,2.0,High,Very Sensitive,1.0,8.0,Medium,Tablet,Credit Card,9/28/2024,True,False,Impulsive,No Preference,4.0
19.0,Male,High,Single,Master's,High,Mobile Accessories,$167.67 ,11.0,In-Store,5.0,2.0,1.0,,Very Sensitive,0.0,6.0,Medium,Smartphone,Credit Card,3/18/2024,False,True,Need-based,Express,5.0
50.0,Female,Middle,Widowed,High School,High,Food & Beverages,,10.0,Mixed,5.0,2.0,2.0,High,Somewhat Sensitive,2.0,3.0,,Smartphone,Credit Card,4/13/2024,True,False,Planned,No Preference,10.0
32.0,Male,High,Married,Master's,High,Gardening & Outdoors,$234.58 ,3.0,Mixed,5.0,5.0,2.0,Low,Very Sensitive,2.0,6.0,,,PayPal,4/23/2024,True,False,Impulsive,Standard,1.0
21.0,Male,Middle,Married,Master's,Middle,Furniture,$156.48 ,7.0,In-Store,5.0,1.0,0.0,Low,Not Sensitive,2.0,5.0,Medium,Desktop,,3/13/2024,False,True,Wants-based,No Preference,4.0
27.0,Polygender,High,Widowed,Bachelor's,Middle,Jewelry & Accessories,$489.66 ,11.0,Mixed,5.0,1.0,0.0,High,Not Sensitive,2.0,6.0,,Tablet,Other,1/18/2024,True,False,Wants-based,Standard,3.0
39.0,Agender,High,Divorced,Master's,High,Packages),$161.85 ,9.0,In-Store,5.0,3.0,0.0,High,Very Sensitive,0.0,4.0,Medium,Smartphone,Other,4/25/2024,True,False,Need-based,No Preference,10.0
34.0,Male,Middle,Widowed,Master's,High,Electronics,$204.47 ,7.0,Online,2.0,1.0,1.0,,Very Sensitive,2.0,9.0,,Smartphone,Credit Card,8/15/2024,True,True,Wants-based,No Preference,3.0
34.0,Female,Middle,Widowed,Bachelor's,Middle,Hotels,$315.03 ,4.0,Online,1.0,5.0,0.0,High,Very Sensitive,1.0,6.0,Low,Tablet,PayPal,11/10/2024,True,False,Planned,,2.0
42.0,Male,Middle,Single,Master's,High,Furniture,$330.36 ,12.0,In-Store,5.0,5.0,1.0,Low,Very Sensitive,1.0,4.0,Low,Tablet,Other,6/29/2024,True,True,Need-based,No Preference,3.0
42.0,Male,Middle,Single,Bachelor's,Middle,Toys & Games,$456.83 ,5.0,Online,2.0,5.0,0.0,,Not Sensitive,0.0,9.0,High,Tablet,Credit Card,6/20/2024,,False,Need-based,No Preference,13.0
31.0,Male,High,Widowed,Bachelor's,High,Jewelry & Accessories,$236.05 ,6.0,In-Store,2.0,3.0,,,Very Sensitive,1.0,4.0,High,Desktop,Other,11/16/2024,False,True,Need-based,No Preference,13.0
35.0,Female,High,Widowed,High School,High,Home Appliances,$289.28 ,9.0,Online,3.0,5.0,1.0,High,Somewhat Sensitive,,7.0,Medium,Tablet,PayPal,6/29/2024,False,True,Wants-based,Express,13.0
27.0,Female,High,Married,High School,Middle,Packages),$483.77 ,5.0,In-Store,1.0,2.0,0.0,,Very Sensitive,0.0,5.0,,Desktop,Credit Card,,False,False,Wants-based,No Preference,10.0
45.0,Male,Middle,Married,High School,Middle,Furniture,$64.50 ,7.0,In-Store,3.0,4.0,1.0,High,Somewhat Sensitive,1.0,7.0,High,Desktop,Credit Card,7/28/2024,True,False,Wants-based,No Preference,13.0
43.0,,High,Married,Bachelor's,Middle,Groceries,$436.57 ,4.0,Mixed,5.0,3.0,1.0,High,Not Sensitive,2.0,10.0,Low,Desktop,Debit Card,2/2/2024,False,,Wants-based,Standard,3.0
35.0,Bigender,Middle,Widowed,High School,Middle,Food & Beverages,$364.48 ,2.0,Mixed,3.0,3.0,0.2,,Very Sensitive,2.0,5.0,,Smartphone,Other,9/26/2024,False,False,,No Preference,13.0
33.0,Female,Middle,,Master's,High,Beauty & Personal Care,$221.88 ,12.0,In-Store,1.0,4.0,2.0,Low,Somewhat Sensitive,1.0,6.0,,Desktop,Other,4/4/2024,True,False,Need-based,Express,
31.0,Female,Middle,Single,High School,,Clothing,$278.21 ,3.0,Mixed,5.0,1.0,2.0,Low,Somewhat Sensitive,0.0,7.0,Low,Tablet,Other,10/22/2024,True,False,Need-based,No Preference,14.0
31.0,Female,High,Married,Master's,,Health Supplements,$344.43 ,7.0,Online,3.0,5.0,0.0,Medium,Not Sensitive,2.0,4.0,Medium,Desktop,Credit Card,7/12/2024,True,False,Impulsive,Standard,5.0
26.0,Male,High,Single,Master's,High,Baby Products,$326.08 ,11.0,In-Store,4.0,,2.0,Medium,Not Sensitive,2.0,6.0,Medium,Tablet,PayPal,6/30/2024,True,True,Impulsive,Express,8.0
49.0,Male,High,Married,Bachelor's,Middle,Gardening & Outdoors,$437.97 ,8.0,Online,,2.0,0.0,High,Not Sensitive,0.0,7.0,Medium,Tablet,Debit Card,4/2/2024,True,True,Need-based,Express,12.0
23.0,Male,High,Single,Master's,High,Packages),$391.87 ,3.0,Online,1.0,4.0,2.0,High,Very Sensitive,0.0,2.0,Medium,Desktop,Cash,2/16/2024,True,False,Planned,Standard,6.0
42.0,Male,High,Single,Master's,Middle,Travel & Leisure (Flights,$333.41 ,3.0,Online,2.0,5.0,1.0,High,Very Sensitive,1.0,6.0,,Tablet,PayPal,1/31/2024,False,False,Planned,Standard,3.0
32.0,Male,Middle,Single,Bachelor's,High,Groceries,$251.54 ,9.0,,5.0,1.0,0.0,,,2.0,10.0,Low,Desktop,PayPal,10/9/2024,True,False,Impulsive,No Preference,1.0
37.0,Female,,Single,High School,,Electronics,$292.08 ,7.0,In-Store,3.0,2.0,1.0,High,Somewhat Sensitive,2.0,9.0,Low,Smartphone,,4/9/2024,False,False,Need-based,Standard,11.0
25.0,Polygender,High,Widowed,Bachelor's,Middle,Travel & Leisure (Flights,$204.29 ,11.0,In-Store,5.0,4.0,,,Not Sensitive,2.0,1.0,Medium,Smartphone,PayPal,5/16/2024,False,False,,Express,12.0
49.0,Male,Middle,Single,High School,Middle,Packages),$258.68 ,4.0,Online,4.0,2.0,1.0,Low,Somewhat Sensitive,0.0,9.0,,Desktop,Credit Card,10/22/2024,False,False,Impulsive,No Preference,9.0
26.0,Male,Middle,,Bachelor's,High,Gardening & Outdoors,$258.02 ,2.0,In-Store,3.0,2.0,1.0,Low,Very Sensitive,2.0,4.0,High,Desktop,PayPal,11/8/2024,True,True,Need-based,Express,13.0
29.0,Female,High,Single,Master's,Middle,Gardening & Outdoors,$181.87 ,12.0,,4.0,1.0,1.0,Medium,Not Sensitive,2.0,4.0,High,Desktop,Debit Card,9/1/2024,False,True,Wants-based,No Preference,11.0
26.0,Male,High,Divorced,High School,Middle,Groceries,$81.18 ,8.0,Online,4.0,5.0,,Low,Not Sensitive,2.0,3.0,High,Tablet,Cash,5/17/2024,False,,Impulsive,Express,3.0
,Female,High,Divorced,Master's,High,Books,$382.94 ,8.0,In-Store,1.0,3.0,0.0,Medium,Not Sensitive,0.0,6.0,,Desktop,Debit Card,5/19/2024,False,False,Need-based,,3.0
47.0,Female,High,Single,Bachelor's,High,Beauty & Personal Care,$402.82 ,7.0,Online,4.0,5.0,0.0,,Somewhat Sensitive,2.0,2.0,,Smartphone,Debit Card,1/25/2024,False,False,Wants-based,No Preference,13.0
30.0,Male,High,Single,Bachelor's,Middle,Gardening & Outdoors,$497.76 ,2.0,In-Store,1.0,2.0,2.0,High,Very Sensitive,2.0,3.0,Medium,,Credit Card,3/8/2024,True,,Wants-based,No Preference,4.0
26.0,Female,High,Single,High School,,Furniture,,,Online,4.0,2.0,1.0,High,Not Sensitive,0.0,1.0,Low,,Credit Card,7/13/2024,True,False,Need-based,No Preference,11.0
35.0,Female,High,Divorced,Bachelor's,High,Electronics,$263.57 ,2.0,Mixed,2.0,,0.0,High,Somewhat Sensitive,1.0,9.0,,Tablet,PayPal,11/21/2024,True,True,Impulsive,Express,8.0
40.0,Male,High,Married,High School,High,Baby Products,$422.09 ,3.0,In-Store,4.0,1.0,1.0,High,Not Sensitive,0.0,9.0,Medium,Tablet,PayPal,3/31/2024,True,False,Need-based,Standard,7.0
35.0,Male,Middle,Married,Master's,High,Gardening & Outdoors,$411.83 ,2.0,In-Store,2.0,3.0,2.0,High,Not Sensitive,1.0,3.0,,Tablet,PayPal,4/28/2024,True,True,Impulsive,Standard,10.0
21.0,Male,Middle,Single,Master's,Middle,Software & Apps,$242.65 ,3.0,Mixed,5.0,3.0,0.2,,Very Sensitive,2.0,8.0,,Tablet,Cash,7/9/2024,False,True,Planned,No Preference,9.0
41.0,Male,Middle,Widowed,Master's,Middle,Sports & Outdoors,$298.93 ,6.0,Mixed,5.0,2.0,,,Somewhat Sensitive,2.0,1.0,,Tablet,PayPal,9/22/2024,True,True,Planned,Express,2.0
,Female,,Single,Bachelor's,High,Mobile Accessories,$191.21 ,7.0,Mixed,5.0,4.0,1.0,,Very Sensitive,2.0,6.0,Low,Smartphone,Debit Card,4/4/2024,False,False,Need-based,No Preference,13.0
44.0,Female,High,Married,Master's,Middle,Electronics,$136.67 ,3.0,Online,3.0,1.0,1.0,Low,,0.0,,,Desktop,,6/20/2024,False,True,Impulsive,Standard,
37.0,Male,,Widowed,Master's,High,Sports & Outdoors,$324.11 ,11.0,Online,3.0,3.0,2.0,,Very Sensitive,0.0,2.0,Low,Smartphone,Cash,3/22/2024,False,False,Impulsive,No Preference,7.0
40.0,Female,High,Widowed,Bachelor's,High,Animal Feed,$105.64 ,6.0,Online,1.0,3.0,0.0,Low,Very Sensitive,2.0,1.0,,,Other,4/6/2024,True,True,Planned,No Preference,12.0
43.0,Male,High,Widowed,Master's,,Electronics,$295.60 ,10.0,Online,1.0,2.0,1.0,High,Somewhat Sensitive,0.0,9.0,Low,Desktop,Credit Card,5/20/2024,True,True,Need-based,Standard,5.0
48.0,Male,,Single,Master's,High,Animal Feed,$227.03 ,9.0,In-Store,4.0,4.0,2.0,Low,Not Sensitive,2.0,7.0,High,Tablet,Other,4/9/2024,True,True,Need-based,No Preference,4.0
32.0,Female,High,Divorced,Bachelor's,Middle,Hotels,$485.77 ,10.0,Mixed,1.0,2.0,0.0,Low,Not Sensitive,2.0,6.0,,Tablet,Cash,12/4/2024,False,False,Planned,No Preference,6.0
37.0,Female,Middle,Widowed,High School,High,Animal Feed,$173.43 ,4.0,In-Store,3.0,3.0,0.0,Medium,Not Sensitive,2.0,1.0,Low,Desktop,PayPal,5/27/2024,True,True,Need-based,No Preference,14.0
29.0,Female,,Widowed,High School,Middle,Baby Products,$462.96 ,2.0,Online,4.0,2.0,0.0,High,Very Sensitive,2.0,6.0,High,Tablet,Cash,7/1/2024,True,False,Planned,No Preference,3.0
36.0,Male,High,Divorced,High School,Middle,Mobile Accessories,$203.13 ,10.0,Online,4.0,3.0,2.0,,Somewhat Sensitive,1.0,5.0,,Tablet,Debit Card,8/15/2024,True,False,Impulsive,,6.0
50.0,Female,High,Married,Master's,High,Toys & Games,$443.11 ,9.0,In-Store,1.0,2.0,1.0,,Very Sensitive,0.0,10.0,Low,Tablet,Other,1/19/2024,True,True,Wants-based,No Preference,1.0
31.0,Bigender,High,Divorced,High School,High,Health Supplements,$254.83 ,2.0,,1.0,2.0,1.0,,Somewhat Sensitive,1.0,2.0,Low,Desktop,Credit Card,9/18/2024,False,False,Wants-based,Standard,
29.0,Female,High,,Master's,,,$336.89 ,,Online,2.0,1.0,2.0,Medium,Very Sensitive,1.0,7.0,High,Smartphone,Credit Card,6/17/2024,False,False,Planned,Express,9.0
26.0,Male,Middle,Married,Bachelor's,Middle,Baby Products,$337.17 ,8.0,In-Store,5.0,,0.0,Low,Not Sensitive,1.0,6.0,Medium,Tablet,Credit Card,7/26/2024,False,True,Wants-based,No Preference,3.0
22.0,Female,High,Single,High School,High,Food & Beverages,$429.24 ,2.0,Online,2.0,2.0,2.0,Medium,Very Sensitive,0.0,3.0,,Desktop,Cash,3/11/2024,False,False,Planned,No Preference,13.0
35.0,Female,High,Married,High School,High,Electronics,$197.70 ,7.0,Mixed,3.0,5.0,2.0,High,Somewhat Sensitive,1.0,6.0,Medium,Desktop,Cash,9/27/2024,False,False,Need-based,Standard,9.0
23.0,Male,Middle,Married,Bachelor's,Middle,Home Appliances,$336.96 ,2.0,In-Store,5.0,2.0,2.0,High,Not Sensitive,0.0,7.0,Low,Tablet,PayPal,9/5/2024,True,True,Impulsive,No Preference,
40.0,Female,,,High School,High,Packages),$489.81 ,11.0,Mixed,3.0,2.0,1.0,Low,Very Sensitive,0.0,1.0,,Tablet,Credit Card,12/22/2024,False,False,Wants-based,No Preference,3.0
32.0,Female,High,Single,,Middle,Software & Apps,$455.55 ,8.0,Mixed,,4.0,1.0,High,Somewhat Sensitive,0.0,6.0,High,Desktop,PayPal,10/29/2024,False,False,Planned,No Preference,10.0
29.0,Male,Middle,Divorced,Master's,Middle,Mobile Accessories,$266.61 ,3.0,Online,3.0,,1.0,Medium,Very Sensitive,2.0,8.0,,Tablet,Debit Card,6/6/2024,True,False,Need-based,Standard,7.0
50.0,Polygender,Middle,Married,High School,High,Travel & Leisure (Flights,$460.88 ,5.0,Mixed,3.0,,2.0,,Not Sensitive,2.0,4.0,High,,Cash,4/12/2024,True,False,Impulsive,Standard,2.0
42.0,Male,High,Single,High School,Middle,,$361.40 ,2.0,In-Store,2.0,5.0,1.0,Medium,Somewhat Sensitive,0.0,5.0,Medium,Desktop,Credit Card,12/21/2024,,True,,No Preference,7.0
47.0,Female,,Divorced,Master's,Middle,Baby Products,$51.86 ,4.0,Mixed,3.0,5.0,0.2,Medium,Not Sensitive,2.0,,High,Tablet,Credit Card,12/25/2024,False,True,,No Preference,6.0
27.0,Male,Middle,,,Middle,Office Supplies,$310.16 ,5.0,Mixed,5.0,3.0,1.0,,Somewhat Sensitive,0.0,4.0,High,,,12/1/2024,False,False,Need-based,Standard,14.0
40.0,Female,Middle,Widowed,Master's,Middle,Packages),$300.73 ,8.0,Online,4.0,2.0,1.0,Low,,2.0,,High,Desktop,Cash,3/31/2024,,True,Need-based,No Preference,10.0
,Female,High,Married,High School,Middle,Packages),$356.87 ,12.0,Mixed,1.0,4.0,0.0,High,Not Sensitive,1.0,9.0,Medium,Smartphone,Debit Card,10/12/2024,False,True,Impulsive,Standard,10.0
28.0,Male,,Widowed,High School,Middle,Clothing,$82.37 ,6.0,Mixed,1.0,1.0,1.0,Medium,Not Sensitive,0.0,4.0,Medium,Smartphone,Credit Card,12/25/2024,False,False,Impulsive,Standard,2.0
29.0,Female,High,Divorced,Bachelor's,High,Clothing,$372.60 ,3.0,,4.0,5.0,,High,Very Sensitive,2.0,6.0,Low,Tablet,PayPal,1/11/2024,True,True,Planned,Express,10.0
29.0,Female,Middle,Widowed,High School,High,Animal Feed,$78.32 ,9.0,Online,2.0,,2.0,Low,Somewhat Sensitive,2.0,10.0,Low,,PayPal,7/29/2024,False,True,Need-based,Standard,7.0
,Female,High,Single,Master's,High,Baby Products,$71.72 ,12.0,Online,3.0,,1.0,High,Somewhat Sensitive,2.0,5.0,Low,Tablet,PayPal,1/11/2024,True,True,Wants-based,Express,13.0
39.0,Female,High,Single,High School,High,Luxury Goods,$241.10 ,12.0,In-Store,1.0,5.0,2.0,,Not Sensitive,2.0,2.0,Medium,Desktop,Credit Card,7/30/2024,False,True,Planned,No Preference,8.0
22.0,Male,Middle,Married,,High,Travel & Leisure (Flights,$96.86 ,9.0,Mixed,5.0,5.0,0.0,,Not Sensitive,2.0,10.0,,Desktop,Debit Card,7/28/2024,False,True,Wants-based,Standard,7.0
48.0,Male,Middle,Divorced,Master's,High,Food & Beverages,$276.25 ,11.0,In-Store,2.0,1.0,2.0,High,Not Sensitive,2.0,,,Smartphone,Cash,11/11/2024,True,True,Impulsive,Express,8.0
29.0,Male,Middle,,Master's,,Office Supplies,$318.45 ,10.0,,2.0,1.0,2.0,,Somewhat Sensitive,2.0,4.0,High,Smartphone,Other,10/25/2024,False,True,Planned,No Preference,5.0
41.0,Female,High,Married,High School,High,Animal Feed,$117.03 ,6.0,Online,3.0,2.0,0.0,,Very Sensitive,2.0,9.0,Medium,Tablet,Cash,,False,False,Impulsive,Standard,5.0
50.0,Female,Middle,Married,Master's,High,Toys & Games,$490.41 ,7.0,Online,3.0,5.0,1.0,Medium,Very Sensitive,1.0,10.0,,Tablet,Other,10/22/2024,True,False,Planned,Standard,
48.0,Male,Middle,Divorced,Bachelor's,High,Health Supplements,$476.42 ,7.0,In-Store,1.0,1.0,1.0,High,Very Sensitive,0.0,2.0,High,,Debit Card,9/9/2024,True,False,Need-based,Standard,2.0
29.0,Female,High,Divorced,Master's,High,Beauty & Personal Care,$392.27 ,5.0,Mixed,4.0,5.0,1.0,High,Not Sensitive,0.0,2.0,Low,,Other,7/17/2024,True,False,,No Preference,7.0
36.0,Male,High,Single,,Middle,Hotels,$207.24 ,9.0,Online,2.0,2.0,0.0,Low,Not Sensitive,0.0,,,Desktop,Debit Card,5/12/2024,True,False,Impulsive,No Preference,3.0
43.0,Male,High,Divorced,High School,Middle,Gardening & Outdoors,$141.63 ,3.0,Online,4.0,1.0,1.0,,Somewhat Sensitive,1.0,8.0,Low,Smartphone,Cash,,True,True,Planned,Express,11.0
30.0,Male,High,Widowed,Bachelor's,High,Home Appliances,$244.47 ,,Online,3.0,4.0,1.0,High,Very Sensitive,1.0,5.0,Low,Smartphone,Cash,6/23/2024,False,False,Impulsive,No Preference,4.0
24.0,Male,High,Married,Master's,,Gardening & Outdoors,$251.63 ,9.0,Online,3.0,1.0,0.0,Low,Not Sensitive,0.0,2.0,High,Desktop,Credit Card,8/23/2024,True,True,Need-based,Express,10.0
30.0,Male,,Divorced,Bachelor's,Middle,Toys & Games,$431.78 ,12.0,Online,1.0,3.0,1.0,Medium,Very Sensitive,1.0,8.0,Low,Smartphone,PayPal,2/15/2024,True,False,Impulsive,No Preference,7.0
37.0,Female,Middle,Married,Master's,High,Jewelry & Accessories,$303.09 ,2.0,Online,2.0,5.0,1.0,,Very Sensitive,2.0,,,Tablet,Other,1/10/2024,,False,Impulsive,No Preference,11.0
40.0,Male,High,Married,Bachelor's,High,Travel & Leisure (Flights,$341.24 ,9.0,Mixed,5.0,5.0,2.0,Low,Somewhat Sensitive,1.0,3.0,,Tablet,Credit Card,11/18/2024,True,False,Need-based,Standard,4.0
30.0,Female,Middle,Divorced,Master's,High,Electronics,$211.39 ,10.0,Online,4.0,5.0,1.0,Medium,Not Sensitive,0.0,1.0,Low,Desktop,Other,5/10/2024,True,False,Planned,,1.0
39.0,Female,Middle,Married,Bachelor's,Middle,Electronics,$379.21 ,9.0,Mixed,1.0,5.0,1.0,Low,Somewhat Sensitive,1.0,1.0,High,Smartphone,PayPal,9/18/2024,True,True,Impulsive,No Preference,
46.0,Female,High,Widowed,Master's,High,Mobile Accessories,$309.53 ,8.0,Mixed,2.0,1.0,1.0,,Very Sensitive,2.0,6.0,,Smartphone,Cash,4/14/2024,False,True,Planned,Standard,5.0
48.0,Male,Middle,Divorced,Master's,High,Books,$359.45 ,6.0,Online,4.0,1.0,2.0,Low,Not Sensitive,1.0,8.0,Medium,Desktop,Other,3/6/2024,False,False,Impulsive,Standard,
20.0,Female,High,Widowed,,Middle,Hotels,$479.62 ,8.0,In-Store,3.0,1.0,2.0,High,,1.0,3.0,Low,Tablet,Other,4/19/2024,False,,Planned,Express,10.0
,Male,High,Married,Bachelor's,Middle,Electronics,$208.60 ,2.0,Mixed,5.0,1.0,2.0,,Somewhat Sensitive,0.0,,High,Smartphone,Credit Card,2/29/2024,True,True,Impulsive,Standard,3.0
50.0,Female,Middle,Single,Master's,High,Software & Apps,$180.21 ,2.0,Mixed,5.0,5.0,0.0,,Very Sensitive,1.0,1.0,Medium,Desktop,Cash,1/22/2024,False,True,Need-based,Express,14.0
25.0,Male,Middle,Single,High School,High,Electronics,,3.0,Mixed,2.0,1.0,2.0,Medium,Not Sensitive,0.0,8.0,High,Desktop,Debit Card,1/18/2024,True,True,Wants-based,Standard,14.0
49.0,Male,Middle,Single,Bachelor's,High,Home Appliances,$362.30 ,7.0,Online,4.0,2.0,0.2,Low,Not Sensitive,0.0,,Low,Tablet,Other,9/30/2024,True,True,Planned,,6.0
25.0,Female,High,Divorced,Bachelor's,High,Health Supplements,$159.53 ,11.0,Mixed,3.0,,2.0,Low,Very Sensitive,0.0,3.0,Low,Desktop,Cash,4/27/2024,,True,Impulsive,Express,7.0
40.0,Female,High,Widowed,High School,High,Jewelry & Accessories,$149.52 ,9.0,In-Store,2.0,5.0,1.0,,Somewhat Sensitive,0.0,,,Smartphone,Cash,3/10/2024,False,,Wants-based,No Preference,8.0
19.0,Female,High,Widowed,Bachelor's,High,Toys & Games,$206.32 ,5.0,Online,3.0,3.0,1.0,Low,Not Sensitive,0.0,4.0,,Desktop,PayPal,10/12/2024,True,False,Wants-based,Express,12.0
40.0,Bigender,High,Single,Bachelor's,High,Baby Products,$308.58 ,11.0,Online,2.0,5.0,2.0,Medium,Not Sensitive,0.0,7.0,Medium,Smartphone,,5/21/2024,False,True,Need-based,Express,12.0
22.0,Female,High,Single,High School,Middle,Groceries,,5.0,Online,2.0,1.0,1.0,,Not Sensitive,0.0,1.0,,Smartphone,Debit Card,1/10/2024,True,True,Impulsive,,6.0
25.0,Female,High,Divorced,High School,Middle,Luxury Goods,$455.44 ,7.0,Mixed,4.0,2.0,1.0,Low,Very Sensitive,2.0,3.0,Low,Smartphone,Other,5/7/2024,False,False,Need-based,No Preference,3.0
32.0,Female,,Divorced,Master's,Middle,Baby Products,$468.16 ,8.0,Online,3.0,,1.0,Low,Somewhat Sensitive,1.0,5.0,High,Desktop,Credit Card,1/22/2024,False,False,Planned,Standard,2.0
,Female,High,Divorced,Bachelor's,High,Mobile Accessories,$463.67 ,5.0,Online,2.0,4.0,0.3,High,Not Sensitive,2.0,4.0,,Tablet,PayPal,7/7/2024,True,False,Need-based,Standard,5.0
50.0,Female,High,Single,High School,Middle,Gardening & Outdoors,$69.78 ,9.0,Mixed,4.0,3.0,2.0,Low,Very Sensitive,0.0,6.0,Low,Tablet,Cash,,True,,Wants-based,No Preference,9.0
26.0,Male,High,Married,Bachelor's,High,Food & Beverages,$453.37 ,10.0,Mixed,1.0,1.0,,Low,Very Sensitive,0.0,6.0,High,,Credit Card,3/11/2024,True,True,Wants-based,Express,
21.0,Female,High,Widowed,Bachelor's,Middle,Baby Products,$106.15 ,12.0,In-Store,4.0,4.0,0.3,Low,Somewhat Sensitive,0.0,5.0,Medium,Desktop,Cash,3/30/2024,True,True,,Standard,8.0
21.0,Female,Middle,Single,High School,High,Health Care,$378.47 ,6.0,Online,5.0,2.0,0.33,Medium,Not Sensitive,1.0,10.0,Low,Tablet,Other,12/8/2024,False,False,Planned,Express,2.0
